album,album_0,album_1,album_2,album_3,album_4,album_5,album_6
Nói Rằng Ta Nhớ Nhau Đi (Single),0.007483131,-0.012576072,-0.011457143,-0.015835613,0.0026820756,-0.026176041,-0.010988185
Nói Về Thì Em Đơi (Single),-0.023724806,0.0046031447,0.0058901617,0.043843944,0.0039854855,0.012964254,0.023848293
Nói Với Em (Single),0.008463108,0.021853905,0.00081676396,0.0018511824,0.021717733,-0.008231328,-0.0024719066
Nói Với Em Rằng Tôi,0.017218241,0.021302938,-0.0009965502,-0.018529335,-0.013972387,0.0032588444,-0.008533916
Nói Với Người Tình,-0.00617439,0.03732835,0.017706752,0.006469892,0.029952774,-0.055055022,0.015248368
Nói Đi Là Đi,-0.0034405321,0.011108821,0.004396218,-0.019186683,0.011696059,-0.013966786,0.0138674695
Nơi Bình Yên - Cố Xóa Hết,-0.008356953,0.021052014,-0.0056961523,0.0016851427,0.025904208,-0.0140055865,0.013802474
Nơi Bình Yên Nhất (Korean Version) (Single),0.0040423935,0.0048782453,-0.025098871,0.013299307,-0.012075352,0.007596144,-0.040997088
Nơi Con Tim Yên Bình (Single),-0.0412065,0.019464795,0.039167263,-0.009094613,0.0053441753,-0.029545143,0.0672215
Nơi Cuối Con Đường (Single),0.0087382775,0.0048688287,0.0074160798,-0.003809241,0.013171275,0.0029241964,-0.025336657
Nơi Câu Chuyện Yêu (Ballad) (Single),0.011047982,0.010251067,-0.030987447,-0.038970284,0.0033630847,-0.009457759,-0.039570134
Nơi Ta Đã Từng (Single),0.020159867,-0.022566626,-0.0034014373,-0.01579406,-0.026244152,0.009921474,-0.040890753
Nơi Thời Gian Ngừng Lại,0.020490969,0.021115227,-0.04636704,0.014750229,-0.010436559,0.023492709,-0.07858897
Nơi Đó Em Bình Yên (Single),0.021966355,0.029015083,0.0023877502,0.011399457,0.037315063,-0.031220049,0.008841114
Nơi Ấy (Single),0.003497225,0.02730986,-0.01673631,0.007647137,0.047536183,0.0019130338,0.029643808
Nơi Ấy Không Phải Tôi (Single),0.026191344,0.01716647,-0.034945913,-0.040127438,-0.01111334,0.0036656559,-0.033859123
Nơi Ấy Mẹ Mong,0.015578655,-0.003916626,-0.008182736,-0.0015652388,0.030060446,-0.0011119656,-0.024430783
Nước Mắt Mẹ Hiền (Single),-0.029266113,-0.012277206,-0.07973211,0.020450294,-0.089269064,0.056672882,-0.11425916
Nắm Tay Em Khi Mưa Đến (Single),-0.0055501573,-0.033233535,0.0058075786,0.0222526,-0.0024503297,0.0014842736,0.044835664
Nắm Đôi Tay Của Anh (Single),-0.022212649,-0.02357257,0.03065146,0.011677704,0.054730903,-0.02707257,0.039764952
Nắng Có Còn Xuân,0.014457451,0.012147384,-0.036538206,-0.0033032976,-0.0016165755,0.0068771862,-0.043982714
Nắng Say(Single),-0.008293641,0.0083658295,0.008462404,-0.039055686,-0.03296595,0.0061023845,-0.002678261
Nắng Vui (Single),0.01107049,0.02273677,0.0036388244,0.011946981,0.04367957,0.011698382,0.022612844
Nắng Xa (EP),0.011023671,0.001492586,0.028416146,0.013366138,-0.028984841,-0.003446179,-0.013254682
Nến Và Hoa (Touliver Mix) (Single),-0.0054937704,-0.016364444,-0.016397813,0.012913624,-0.014522731,0.0074232267,-0.010016202
Nến Và Hoa (Trần Minh Tiến Remix),-0.015140383,0.00085828156,-0.013483623,-0.010979873,0.01013248,0.00042763277,-0.01293097
Nếu Ai Đó Có Tồn Tại (Single),0.02116043,-0.033110365,-0.0008795902,-0.02281688,-0.0036655508,-0.026368927,-0.0023421908
Nếu Anh Không Còn Yêu Em,-0.0039726743,-0.0011668012,0.041015036,0.0068397718,0.026709035,-0.038217433,0.025069136
Nếu Anh Được Chọn Lại,0.0009552661,0.00847252,0.008507284,0.0060271025,0.010174946,-0.0064506857,-0.00890662
Nếu Biết Tình Yêu,0.017466094,0.025677046,0.04110307,-0.015572807,-0.007183303,-0.058754038,0.044448238
Nếu Còn Duyên (Single),-0.0061381087,-0.02456991,0.0611238,0.03530665,0.005646008,-0.0030658953,0.026904259
Nếu Em Không Gặp May,0.020394102,0.0134987105,-0.02462892,0.004270713,0.02860766,0.014492422,-0.0044197054
Nếu Em Đừng Hẹn,0.0071387603,0.02056308,0.001901662,-0.014303707,0.035705257,-0.0074253143,0.012872654
Nếu Không Còn Yêu Anh (Single),-0.011591887,-0.0042404737,0.00831856,-0.02990064,0.015109631,-0.002844362,-0.029740145
Nếu Mai Chia Tay (Single),-0.021548973,-0.010147932,0.006345442,-0.0063368618,0.01007111,-0.035795502,-0.013755213
Nếu Một Mai (Nhắm Mắt Thấy Mùa Hè OST) (Single),-0.0043442086,0.0023238107,-0.00031015574,0.03906218,-0.0057726004,-0.021581966,0.06675917
Nếu Một Ngày (Single),0.018345637,-0.0050106393,-0.051537205,-0.056224566,-0.019644503,0.0084554395,-0.06421942
Nếu Như Không Còn Yêu (Single),0.022109115,-0.022065114,-0.003232573,-0.01932313,-0.0074572577,0.011111969,-0.011564805
Nếu Như Là Định Mệnh,-0.0031173676,0.019411813,0.017289633,0.017226808,0.005231709,0.020315358,0.032872938
Nếu Ta Ngược Lối (Single),-0.010926008,0.008206481,-0.06748608,-0.021139976,-0.021396644,0.041347593,-0.06541528
Nếu Yêu Em Là Sai (Single),-0.028096283,-0.03948269,0.026120793,0.035626896,-0.026518231,0.018721273,0.0426543
Nếu Được Làm Gió Bay Ngang Trời (Single),0.025118887,-0.017703505,-0.014365643,-0.0038136481,-0.012573199,0.047257863,-0.028127784
Nếu Được Làm Người Tình,-0.020784372,-0.019543488,-0.036853917,0.014426191,-0.04420408,0.017665278,-0.029712792
Nối Lại Tình Xưa,0.016542383,0.016940618,0.03537605,-0.025065485,0.016816953,-0.02114082,0.05684805
Nỗi Buồn Của Em,0.016931158,0.010783407,0.0099633895,-0.027496096,0.055599906,-0.06752603,0.03726347
Nỗi Buồn Gác Trọ (New Version) (EP),-0.010699851,-0.003386051,-0.01605371,0.021548538,0.023103368,-0.0021678577,-0.005178415
Nỗi Nhớ Cha,-0.01730344,-0.026913438,-0.018525405,-0.00067701703,-0.02446942,0.04299096,0.002209746
Nỗi Nhớ Em (Single),0.00094669126,0.0028647147,0.0050592376,0.015824743,-0.0060801404,-0.01955795,0.0029664896
Nỗi Nhớ Gửi Về Ai (Single),0.018086584,0.014263627,-0.049276255,-0.028383741,-0.0035660907,0.022786384,-0.05280918
Nỗi Nhớ Hóa Băng (Single),-0.0049104104,-0.01120237,0.03938265,0.009854694,-0.0120589165,-0.021290993,0.06289877
Nỗi Nhớ Mang Tên Mình (OST Cạm Bẫy - Hơi Thở Của Quỷ) (Single),0.005760814,-0.028036833,0.0034754209,0.025117207,-0.011705399,0.01077663,0.0034964024
Nỗi Nhớ Miền Trung (Single),-0.010245492,0.008081211,-0.0045881355,-0.0064126416,-0.008242044,0.011773188,-0.0023665216
Nỗi Nhớ Ngày Đông (Single),0.0034776889,0.0053375047,0.021371339,0.033984005,0.010367558,-0.0018184751,0.003365916
Nỗi Nhớ Thời Gian (SIngle),-0.0068305954,0.027550835,0.036050927,0.011915719,-0.0057885023,-0.004557946,0.017788017
Nỗi Đau Anh Giấu Em Thấu Được Bao Nhiêu (Single),-0.028632015,0.0018280365,-0.021197667,-0.022766849,0.04151616,0.01028562,-0.03233545
Nỗi Đau Biết Trước (Single),0.038975395,-0.031264223,-0.02462525,-0.02730171,0.014439428,0.012366415,-0.048990525
Nỗi Đau Cả Một Đời (Cover) (EP),-0.002664845,-0.0019525193,0.015415241,-0.034756176,0.009176123,0.026736433,0.010467165
Nỗi Đau Không Của Riêng Ai (Single),0.010963263,-0.022121582,-0.003485152,0.021972317,0.022873435,0.0012279507,-0.0016150065
Nỗi Đau Ngự Trị (Single),0.006306625,0.031704076,-0.015348402,-0.0006779224,-0.00273399,0.017264208,-0.029841926
Nỗi Đau Riêng Mình Anh (Single),0.025739223,-0.008658582,0.004065522,0.015701234,0.03775545,-0.025970478,0.0043448852
Nỗi Đau Về Sau (Single),0.004681556,-0.008116787,0.018720288,-0.04267321,-0.0030104301,0.025338506,-0.045805037
Nụ Cười Dưới Mưa (Single),0.0051135616,-0.005111462,0.0038549793,-0.04495319,0.0073979236,0.0120438,-0.0003613323
Nụ Cười Em (Single),0.035372727,-0.001950318,-0.012289735,-0.004228463,0.01480851,-0.0036659807,-0.001704736
Nụ Cười Ấy Anh Cố Giấu (Single),0.013434577,0.03397677,-0.012844947,-0.020177122,-0.00855043,0.012977561,-0.035575658
Nụ Hôn Của Biển (Kiss Of The Sea),0.02018943,-0.026641976,-0.046197224,0.015048067,-0.0118903695,0.054571945,-0.053735793
Nụ Hôn Mùa Xuân,0.00062259135,0.016551089,-0.0668244,-0.029273674,-0.021341488,0.054595184,-0.112017795
Nụ Hôn Tháng 8 (Single),0.0133701805,0.0022325227,-0.012494293,-0.056055885,0.03747913,0.0054276222,-0.041742533
Nụ Hôn Đánh Rơi (Cover) (Single),0.0052647693,0.0072855414,0.03424597,0.03553961,0.004236594,0.0039547263,0.019153947
Nụ Hôn Đánh Rơi (Single),0.02251964,-0.0005488213,0.002733045,0.008959805,-0.022052318,-0.016703317,0.0070537506
Nụ Hôn Đầu Nợ Anh (Single),0.026736286,0.0094458535,-0.02539382,-0.021145027,-0.008334303,0.004460854,-0.015816297
Nụ Hồng Mong Manh,0.009153489,0.017292969,0.0038454826,-0.0629596,0.034771252,-0.02988762,-0.007963659
Nửa Vầng Trăng (EP),-0.006051765,-0.0041508437,0.04901387,0.017533977,0.00071918144,-0.016665062,-0.026628822
Nữ Thần,-0.018785752,-0.02030176,-0.046600256,0.016386356,-0.0515909,0.038202547,-0.048944943
OK I'm Fine (Single),0.009005454,-0.027310356,-0.054730624,-0.0103927255,-0.016140986,0.020985033,-0.0964911
Ok I'm fine (Single),0.03152571,-0.01873454,-0.049423236,-0.027751226,-0.012877914,0.031459175,-0.104910396
One Sided Love (Single),0.041826576,0.020689573,-0.002326557,-0.03586197,0.004209706,0.026052728,-0.05028068
Only You (Single),0.0033427328,-0.014369805,-0.052307926,-0.035791267,-0.0028430275,-0.018116893,-0.043332804
Ophember (Tháng 13) (Single),0.0015952103,-0.014815733,0.027126366,-0.012265986,0.005481302,0.011628829,-0.027567696
Order Real Love (Single),0.0001552403,0.004996933,0.0059648952,0.012308183,0.0030898221,0.022314204,0.024821132
POM (Single),-0.016954523,-0.015397981,0.044559687,-0.009419601,0.03454232,0.0094118,0.032277633
Party Up (Single),0.002711995,-0.0026500628,-0.0029569282,-0.0077520395,-0.0078203,0.003218399,-0.027045343
Phai (Single),-0.00013284311,0.006601304,0.029642606,-0.018148452,0.010265079,-0.026740104,-0.002167567
Phiêu Vị Thanh Xuân (Single),-0.02596229,-0.00487752,6.4533575e-05,0.009522809,0.032218516,0.017297477,-0.01516453
Phía Sau Em (Solo Version),0.0053211995,0.020827666,-0.009550664,0.0026539036,0.024625007,0.00044919987,0.02221803
Phía Sau Một Chàng Trai,-0.0008477772,0.0016226753,-0.0027613312,0.010741592,-0.019380173,-0.021216622,-0.0179149
Phía Sau Một Cô Gái (Cover) (Single),-0.0032971813,-0.019974116,0.0009819046,-0.027077248,0.036083836,-0.00091336,-0.040332288
Phía Trước Người Con Gái (Single),-0.023519361,-0.0030492067,-0.02412743,0.023865547,0.0003080383,-0.00046652058,0.01857356
Phía Xa Hoàng Hôn (Single),0.019203594,0.009438427,-0.0060754456,0.019510312,-0.0018481618,0.009134342,0.026627123
Phôi Phai (Single),0.024713013,0.0052250847,-7.310733e-05,0.030939987,0.03556085,-0.015210763,-0.041874982
Phù Phiếm Đời Em (Single),0.038166028,0.04560829,0.014950866,-0.021584932,-0.0046809823,-0.0049408935,0.0027076215
Phút Biệt Ly (Single),-0.00600433,0.026066551,-0.023030289,0.034905188,-0.031043958,5.49078e-05,0.029768948
Phút Giây Tuyệt Vời (Single),-0.012687032,-0.004463049,-0.015258332,0.009349818,-0.007896222,0.032087944,-0.012036515
Phút Giây Tỏa Sáng (Single),-0.015254095,0.014796433,0.025231013,0.0055383844,0.004912145,0.029585093,-0.002579955
Phải Chi Mẹ Ở Bên Con (Cover),0.0097435955,-0.016186409,-0.016027082,-0.005711594,-0.0064734654,-0.012090562,-0.03260188
Phải Chăng Ý Trời (Single),-0.017431306,0.014270258,0.04118184,0.03325223,0.048344657,-0.025853414,0.07353972
Phải Là Anh Thì Em Mới Biết (Single),-0.011917973,-0.016802007,0.0034369696,-0.005045692,-0.016824504,0.01697297,0.024681335
Phải Lòng Người Con Gái Bến Tre,0.020607674,0.019288527,0.05306677,-0.0094578015,0.0023015838,-0.04480031,0.041205324
Phải Thật Hạnh Phúc Em Nhé (Single),-0.012516735,-0.011914801,0.02549226,0.009230608,-0.012475512,-0.009762114,-0.012085477
Phải Thế Thôi (Cover) (Single),0.03266956,-0.023622883,-0.037528787,-0.017433565,-0.0122343125,0.033559225,-0.09247253
Phận Buồn Con Gái,-0.00026636868,-0.023396283,-0.043428697,0.00337819,-0.053871267,0.04132558,-0.055826962
Phận Duyên (Single),0.03768081,0.016445037,0.04872896,-0.0032978978,0.016755503,-0.057875823,0.04133208
Phận Gái Lỡ Làng (Single),0.008059232,0.027357722,0.017817598,0.018066067,0.015613881,-0.044600762,0.034504354
Phận Gái Thuyền Quyên (EP),-0.040464364,0.018128801,-0.073698714,0.012939331,-0.05317254,0.025633192,-0.03640952
Phận Tơ Tằm (EP),-0.005823736,0.01181234,0.0026528891,-0.02019774,-0.025025994,-0.0018102142,-0.015390463
Phận Tơ Tằm Duyên Số Cầm Ca,0.024291,0.014319338,0.050785173,-0.00029055178,0.061342645,-0.040738363,0.09828214
Phật Giáo,-0.030708889,-0.03229308,-0.0349805,0.022325786,-0.060645796,0.03115933,-0.02391259
Phật Thuyết,-0.021735262,0.0008828412,-0.023816865,-0.00336667,0.008800821,-0.02304012,-0.0019735228
Phố Thị (The Remix 2017),0.029244494,0.010505724,-0.009828774,-0.04017233,0.04775677,0.0072601615,-0.029552395
Phố Xa (Remix) (Single),0.0072584837,-0.0029580682,0.0018240704,-0.013777556,0.047556,-0.007957703,0.0030141585
Phố Đêm (EP),0.028132712,-0.02736021,-4.760176e-06,-0.004360894,0.029823154,-0.0048834994,-0.0048772595
Pinocchio (Single),0.012402089,-0.0035333573,0.047303822,0.012020087,0.012122031,-0.02829355,0.009285623
Please (Single),-0.008046357,0.01547567,0.0030656075,0.017206848,0.0421862,0.02410523,0.03412133
Promise You (OST Ngôi Trường Kì Quái),-0.026382929,-0.042499226,0.03435096,-0.011942411,0.026730651,-0.028502453,0.051110618
Qua Bến Đò Quan,0.026363289,-0.02535306,-0.024124198,-0.033024617,-0.022725776,-0.0007243067,-0.02180613
Quan Trọng Là Thần Thái (Single),-0.010737444,-0.0075952983,0.055693507,0.02534237,0.02291331,0.009818299,0.008190217
Quay Lại (Single),0.012126943,-0.030274238,-0.029480224,-0.031436168,-0.006177433,0.06478925,-0.10585986
Quay Về Nơi Bắt Đầu (Single),0.021259103,0.027289802,-0.024693202,0.025050977,-0.001973249,-0.012900611,0.019637015
Que-A-Du (Single),-0.016202373,0.011489684,0.0037178076,0.008124064,0.0016292266,-0.018913249,-0.0062649087
Quá Khó Để Em Nhận Ra (Single),0.0065009766,0.0028771602,-0.007877023,-0.00031706394,-0.005936004,-0.0044510015,0.026972622
Quá Khứ Ta Đã Từng,0.024672808,0.024791589,0.006522242,-0.049934596,0.021112591,0.0078079193,-0.017261347
Quá Nhiều (Single),-0.03925891,-0.03317418,0.009840889,0.025449345,0.01175241,0.00838016,0.047787674
Quân Đoàn Park Hang Seo (Single),0.022764733,0.013138982,0.002482398,-0.020547947,-0.018840022,0.003874261,-0.024758074
Quê Hương & Tình Yêu,0.03135981,-0.049270224,-0.031333692,-0.0012662143,-0.024045756,0.001977422,-0.03928008
Quê Hương Là Núi Hồng Sông Lam,-0.011226292,0.001390595,0.011760006,-0.002074583,-0.017959982,0.015841946,-0.014806802
Quê Hương Mình Đẹp Quá,-0.021239737,-0.005205574,-0.023038264,0.018855456,0.0058486545,0.044831164,0.0159924
Quê Hương Tuổi Thơ Tôi,-0.00037384703,-0.0100773,-0.024547242,0.008429308,-0.011517162,-0.022889134,-0.068620704
Quê Hương Tôi (Single),-0.02056877,-0.028571118,-0.03319341,-0.015681978,-0.0501153,0.011733362,-0.01695031
Quên Anh Em Làm Được,0.02005164,0.012721717,0.013996139,0.02137469,0.017488295,-0.011732628,0.04350293
Quên Anh Đi (Single),0.024986353,0.0009582788,-0.018764952,-0.038445175,-0.01786539,0.004135862,-0.08196171
Quên Hết Đường Về (Single),-0.003594165,0.009911329,-0.010968805,0.027202168,0.017515136,0.0050757406,0.020818388
Quảng Ngãi Yêu Thương,0.015510306,-0.007545789,-0.02479965,-0.017237764,-0.018043486,-0.012811241,-0.02868253
Quảng Ngãi Đất Mẹ Ngoan Cường,-0.003738917,0.0068520317,-0.037170295,-0.013009357,-0.0042780815,0.0038304478,-0.00212017
Radio Hẹn Hò (Single),0.010049777,0.009958485,-0.0162532,-0.014752055,-0.0051369667,0.013899284,-0.09091352
Rain In 7 (EP),-0.03387297,0.020639915,0.017947411,-0.01653982,-0.010094322,-0.023648135,0.021117833
Rainbow (Single),-0.0010383918,0.017242124,0.03838047,-0.050680924,-0.0073321336,-0.035467967,0.0070463694
Rap Về Đội 7 (Naruto) (Single),-0.018595994,-0.0010323807,-0.006462359,0.014348392,-0.011471234,0.026555726,0.034872748
Rapper Thị Trường (Single),-0.01822472,-0.0134058,-0.001584112,0.007856568,0.00739976,8.9876354e-05,0.063091725
Remember Me (SlimV 2017 Mix),-0.016108245,-0.034247212,-0.0030997838,0.0051635997,-0.028862977,0.03481506,0.008838033
Remix Hits Khánh Đơn (Single),-0.014715614,-0.0068027466,0.016381392,0.038116895,0.0038400248,-0.0077738566,0.05012982
Riêng Tư (Single),-0.031096522,0.014456975,0.026191836,0.018218676,0.0005830653,-0.04773457,0.08204518
Room 808 (Single),-0.0075909765,0.00794648,0.019417752,-0.0021557894,-0.028601283,-0.0038712597,0.0047561964
Ru Ta Ngậm Ngùi,-0.0033798162,-0.016696636,-0.041216694,0.05415799,-0.047483526,0.021947786,-0.048798382
Run Or Die (Single),-0.02873393,0.027602926,-0.007175099,-0.00727273,0.009974256,0.024006257,-0.010293392
Răng Buồn Rứa (Why U Sad) (Single),0.028478062,-0.008069454,0.015657108,0.02761739,0.03577708,-0.009686304,0.023498792
Rơi Mãi (Single),-0.015658673,0.014731279,0.0062633953,0.025727326,0.024006547,-0.012446752,-0.0023966928
Rước Đèn Tháng Tám (Single),-0.009719263,-0.029647207,-0.025886053,0.0001766298,-0.017868053,-0.013202503,0.0020077226
Rất Là Em (Single),0.008265018,0.037152875,0.0011642292,-0.014482589,0.013698757,-0.02888073,0.019145941
Rốt Cuộc Anh Có Bao Nhiêu Em Gái (Single),-0.0139931915,-0.0120088365,0.0058928616,-0.043417685,-0.019766623,0.01052876,0.034098577
Rồi Em Sẽ Nhận Ra (Single),0.0074150353,0.009729288,-0.023980562,-0.016459834,0.012582822,0.01702169,-0.045316145
Rồi Người Thương Cũng Hóa Người Dưng (Single),-0.027069528,-0.0013878554,-0.00045359583,0.023394039,0.0053124838,-0.0023673414,0.080389656
Rồi Sẽ Có Một Người (Single),-0.0050016968,-0.0046411157,0.0068520405,0.002917015,-0.010655996,-0.021701917,0.014144182
Rớt Đại Học (Single),0.011248475,0.04641077,-0.05380541,0.00868983,-0.027838528,0.0017274839,-0.017879533
Rời Bỏ (Single),0.02065655,0.013585335,-0.01776592,-0.036898512,0.027727429,-0.015740842,-0.013571431
Rời Xa Để Trưởng Thành (Single),0.013014209,0.020060351,0.015122767,0.010420768,0.02320241,-0.028112102,0.057476114
Rửa Trôi Bụi Trần,-0.011624778,-0.01102189,0.007357488,0.0065566064,0.027978465,0.0015155291,0.049830046
Rực Rỡ Tháng Năm (Tháng Năm Rực Rỡ OST) (Single),-0.02433439,-0.022447249,0.027965704,0.00016260352,0.0091684805,-0.020852786,0.017602677
SAIGON SIMPLE LOVE (Single),-0.003256653,0.0051303483,0.011732878,-0.011242683,0.033255763,0.0054057427,-0.01990958
SEMICOLON,0.0135242995,0.0054797726,-0.023836542,-0.071439326,-0.026513476,0.010013707,-0.050145365
Sa Mưa Giông,-0.0020147308,-0.044411443,-0.06358762,0.0159718,-0.025342429,0.050543576,-0.034539092
Sai (Single),0.0020501106,-0.0044214516,-0.0055022463,0.016181791,0.01397258,-0.0026561164,0.020908995
Sai Lầm Vẫn Là Em (Single),0.017199704,-0.009304285,0.019293781,-0.023023214,0.01277853,-0.028724682,-0.021602739
Sai Một Li (#SML) (Single),-0.022830049,0.0026632934,-0.0026877576,0.0041553304,-0.02805562,-0.0214868,0.006363608
Sai Người Sai Thời Điểm (Cover),0.00352429,0.002188022,-0.014000696,0.012576682,-0.014312983,0.009963761,-0.032092176
Sai Người Sai Thời Điểm (Cover) (Single),0.006078769,-0.007418564,-0.0006065365,-0.021628313,0.02621631,-0.0017066754,0.0057879677
Sai Người Sai Thời Điểm (Single),-0.020092221,0.022648524,0.027809631,0.010050869,0.0021164077,-0.010710603,0.023335095
Sai Người Sai Thời Điểm (Trap House Version) (Single),0.03204267,0.011805929,0.010745195,-0.015197682,-0.010847421,-0.005589056,-0.008887152
Sai Người Đúng Thời Điểm (Cover) (Single),0.0025995888,0.0025773637,0.016099337,0.018572759,-0.014137569,-0.014888507,0.0061369822
Sai Thời Điểm (Remix) (Single),-0.0134180095,0.0043856995,0.011230461,-0.0017075157,0.029759984,-0.0067725247,0.031434022
Sai Thời Điểm (Single),0.001893349,0.029236743,-0.027857646,0.00902955,0.001103865,-0.017391449,-0.009161228
Saigon Zoo (Single),0.0058804983,0.01901545,-0.0073270625,-0.022928784,-0.004983928,0.01572991,-0.008210884
Sao Ai Vẫn Chưa Về (Single),0.0017877236,0.0022377125,0.013933954,0.028513104,0.009209688,-0.005297652,0.060816407
Sao Anh Mãi Không Quên (Single),-0.01672374,0.019539472,-0.0016075963,-0.009617398,-0.009215267,0.0002364628,-0.01530619
Sao Anh Đành Phụ Em,0.001258833,0.002386354,-0.037773173,-0.023769889,-0.04317873,0.034573834,-0.028880667
Sao Chưa Thấy Hồi Âm (Single),-0.0037753098,-0.01525964,-0.032490253,0.01105046,0.019902987,0.00900014,-0.016686272
Sao Chẳng Thể Vì Em (Cover) (Single),-0.0243489,-0.005769198,-0.0013938993,0.026813576,-0.015229945,-0.0074697705,0.06417761
Sao Em Không Trả Lời (Single),0.014513636,0.030860204,-0.004740511,0.024822824,0.02317799,-0.015949298,0.037001062
Sao Em Nỡ (Single),-0.025945406,0.035301983,0.031171525,0.015430681,0.060828306,-0.013982343,0.021385338
Sao Em Phải Như Vậy (Single),0.013467793,0.00342223,0.021116998,0.022877216,-0.0039396663,-0.0037421174,0.01808037
Sao Lòng Còn Thương,0.012453771,0.0050180373,0.027985102,-0.006713723,0.02554344,-0.017367568,0.067677714
Sao Lại Đau Đến Vậy (Single),-0.01616568,-0.011205576,-0.0017727211,-0.015880205,-0.010553712,-0.0016524494,0.04985578
Sao Phải Khóc (Single),0.024164474,-0.022331595,0.032742575,0.0080928225,0.030138647,-0.022147141,0.02639908
Sao Đại Chiến - Hoàng Tôn x Rhymastic,-0.015093753,0.00036179274,0.014231669,-0.0096188,-0.015792262,0.0076895775,0.021923227
Saranghaeyo,-0.0041419035,-0.018493399,-0.01602912,0.009999107,-0.020523567,0.0041311807,-0.005286112
Sau Khi Ta Nổi Tiếng (Single),0.009894269,0.0032155116,0.020732515,0.0131272655,-0.0022672233,-0.033006236,0.0015902736
Sau Lưng Anh Là Ai,0.010949692,0.0033041108,0.03413645,-0.0053790337,0.0096555585,-0.03828201,0.0066468096
Sau Lưng Là Cha Mẹ (EP),0.017467644,0.0074093295,0.038624547,-0.0007535845,0.011632251,-0.0024294755,0.024336204
Sau Lần Hẹn Cuối (Single),0.0018208183,-0.031220917,-0.02073814,-0.0033854633,0.0023365263,-0.015892582,0.013344152
Sau Lớp Son Phấn,0.0075689005,-0.036459364,-0.049218185,-0.07352684,0.0074214814,-0.016641656,-0.08335396
Sau Mùa Bóng Đá (Single),-0.0042062895,0.01435749,-0.026367491,-0.030220335,-0.021243881,0.014953998,-0.02884311
Sau Ngày Anh Đi (Single),0.020985197,0.010773253,-0.046921037,-0.019205932,-0.0143140685,-0.013999803,-0.039786793
Sau Vấp Ngã (Single),0.0015364259,-0.0022620515,-0.008595402,0.0001303956,-0.04091672,0.0038643088,-0.015244338
Sau Đêm Nay Em Về Đâu,0.0029185815,0.003510312,0.011604351,-0.019409854,0.034901984,-0.027868498,0.018189644
Say (Drunk) (Single),0.020701397,0.008628375,-0.013973775,-0.037917603,-0.0036789277,-0.0067349123,-0.0418907
Say Nắng (Single),0.001199273,0.013618657,0.020198584,0.022350883,-0.008378543,-0.026904177,0.010818353
Say Oán (Single),0.025704885,0.00045892745,-0.012081492,-0.01075649,-0.014685077,0.0059456006,-0.039457686
Say Đơn Phương (Single),-0.0009714767,0.0026577427,-0.013045925,-0.036887303,0.016543958,0.0020284795,-0.04496674
SeVoice,0.019236347,0.0029733062,-0.002929543,-0.0023027137,-0.026717937,-0.025438074,0.02056107
Seen (Single),-0.010711522,0.0030161976,-0.0026791575,-0.02636545,-0.0016887116,0.019482216,0.026136052
Sen (Single),0.0013392314,0.006218205,0.027254153,0.018809747,0.007108708,-0.043604553,-0.023744244
Show Me (EP),0.009269843,0.008045506,0.012078489,0.04954166,0.012849222,-0.035139967,0.054266293
Show Me Your Love (Single),0.0060718535,-0.018143872,-0.044597037,0.0007758752,-0.03591152,-0.0040160567,-0.06197319
Si-Cà-Quẻn (Psycho) (Single),0.026677262,-0.012532684,0.0071266545,0.0027585006,0.003540466,-0.011476932,-0.011513133
Sing My Song (Tập 8),0.020182062,0.0057464107,0.00019002054,0.015282596,-0.009085968,-0.003992703,0.0076515367
Sinh Ra Là Để Cô Đơn (Single),-0.010703387,-0.01658995,-0.0032898528,-0.0047030947,-0.023971524,-0.031568736,0.025621414
Sinh Viên Xe Số (Single),0.01386836,0.0077814497,0.0015174474,-0.013737482,0.01778436,-0.0042439015,-0.031003628
So Far (Single),-0.00043597686,-1.3637543e-05,-0.0026433445,-0.02797922,0.0044672615,0.011616701,-0.0100442665
Song Lang OST,0.02687477,0.015166007,-0.016187321,-0.032614537,0.025079032,0.022336774,-0.041502416
Song Tình,-0.01681522,0.015330194,-0.012902373,-0.0053506433,-0.0062079253,-0.0073534898,0.044990968
Soái Ca Bolero,0.005969758,-0.018201295,-0.012250992,-0.016166875,0.012881798,-0.022362191,-0.008957658
Stay Open (Single),-0.011490872,-0.015514329,-0.025584316,-0.020117233,0.0010226354,-0.036814105,-0.017038386
Step2Fame (Single),-0.0020829104,0.027740872,0.003078255,0.03595994,-0.0019601479,0.0054873684,0.04921332
Stop Being Stupid (Single),0.0025888681,0.0020879381,0.029841369,0.008503742,-0.04237983,-0.020836724,0.05075713
Sum Vầy (Single),0.002063794,0.006623976,0.037492737,0.015368016,0.012729192,-0.06011256,0.041852485
Sunday Buồn,0.014046514,-0.00969885,-0.009259766,-0.0034492067,0.025894323,-0.013923945,-0.061305165
Suốt Đời Là Anh Em (EP),0.003273414,0.027826145,0.02644052,-0.022473875,0.021889472,-0.00983697,0.037652396
Symphony Dance Music (Violin Saxophone),-0.0060670385,0.015648723,-0.060817618,0.025069049,0.0011155382,0.023175268,-0.073513605
SÓI ( The winter Package Album),0.0049246317,-0.016769048,0.040935945,-0.013884899,-0.031214764,0.0027985582,-0.01566321
Sài Gòn Mưa Rơi (Single),-0.035415094,0.01165883,0.015104624,0.03795389,-0.024776105,-0.003222622,0.049530827
